normal_close,normal_mfi,normal_returns
-0.8943572550656911,0.6966730921565729,-0.5275085468123348
-0.8866353907602804,0.6227777088334989,-0.14807395576809104
-0.8331529275375993,0.6442551850960438,0.1281322351215693
-0.8851330859709101,0.3968096198184772,-0.510386272991499
-0.8719125974639028,0.19718103779073815,-0.11474623413075911
-0.9086592202445596,0.03563140898943784,-0.42261573325195034
-0.8472146300784504,0.04045592247564045,0.18063908635557974
-0.8221861910154304,0.122098680567291,-0.046560316146595004
-0.8128415958008579,0.19114569032130446,-0.14063757691712225
-0.8062616423277915,0.06566994253689673,-0.15713185908640592
-0.8020850522368566,0.059578543004957574,-0.17131800156872115
-0.8071028563616354,0.002003394360377442,-0.22511297385466997
-0.7716181283319401,-0.06583564568129907,0.009989034473310565
-0.791328508672855,-0.22564561842457231,-0.309487868452876
-0.791328508672855,-0.21032954456028352,-0.1957511650191187
-0.7963762350770924,-0.18945567039549238,-0.22509623475223006
-0.5905292300503706,-0.23074431676924967,0.9337546342030641
-0.5231654823659386,0.23156144433738035,0.14682064598241407
-0.5037855737025911,0.5429805727166837,-0.09941573759900357
-0.5808544579590134,0.4624474428823697,-0.5847013301579023
-0.693107226046239,0.32488447043635893,-0.7919915867658839
-0.6873382695267749,0.17190107841457114,-0.16419067926603562
-0.6469561634920924,0.1991012951893243,0.02231521742832629
-0.6091579863190328,0.3199930660177428,0.003975803457553828
-0.590108549333253,0.3427540245087546,-0.09664400171220419
-0.6097587903144679,0.2658789416239622,-0.2980007671231847
-0.5962380472101345,0.13732213402691706,-0.12527973953715665
-0.5925422771960174,0.2098291036034392,-0.17657800005318144
-0.610750352747562,0.19569515688463102,-0.29058426025893563
-0.619704042124084,0.1949206882856236,-0.24272996244197712
-0.7174147297948152,0.13840916714024876,-0.7239250926441361
-0.725166663780076,-0.12858531537984308,-0.2389231887736205
-0.7134483326620475,-0.48236332149577743,-0.13056424553882764
-0.7026317971387375,-0.33236693840803155,-0.13597049870351352
-0.6592150118454643,-0.22691172581100216,0.04053251210294706
-0.647046225131251,0.009165126211260866,-0.13055458210253187
-0.6009853716166547,-0.012760439303522775,0.04710094761666353
-0.6465655524548248,-0.20074427690790642,-0.43603703645639136
-0.6698213544106069,-0.3457290381240534,-0.3207023072224416
-0.6843035902681842,-0.3428286499310189,-0.2743913008925245
-0.7020308457429112,-0.34644213611029195,-0.29289593253787155
-0.6770024066798912,-0.36914884605552245,-0.05887977640536457
-0.6933174190044065,-0.3520119223675233,-0.28475060955549525
-0.7595696203371269,-0.3551256850371708,-0.5658721130732532
-0.7341203531565981,-0.36738035019544113,-0.051887484812343565
-0.6897120054302306,-0.20036792751093258,0.05024489746343874
-0.7035033756532143,-0.22823887124370146,-0.2714756424038086
-0.708671085976069,-0.3485023566837909,-0.22427989477768828
-0.6933777057644979,-0.3079442433029732,-0.1115671530908093
-0.6548883681560618,-0.33722310818863377,0.012912007381911728
-0.586232508640427,-0.32731644507003244,0.1655700649865789
-0.5761369084315606,-0.14329321203524292,-0.14374695041843047
-0.5655908526265094,-0.02345279992899818,-0.14172528513018545
-0.6421488471262637,-0.03684210464123139,-0.5950230208087832
-0.6565709436241411,0.05958303155709088,-0.27285839118781097
-0.648909071278039,-0.023301804238058388,-0.15471025830697388
-0.6083465471642562,0.0824465439027644,0.018651133901073258
-0.5504174563335555,0.1829121868138346,0.10238703024534918
-0.4829634996095735,0.4664621088060976,0.14014472665988809
-0.5074213517573998,0.5323437826684634,-0.3161906745152817
-0.5247879184743178,0.5291764801435126,-0.28219584258697683
-0.5400515238068218,0.489809765950425,-0.2723751007086146
-0.5301961862359728,0.41371891836242103,-0.14620716458464728
-0.5252688859515269,0.38772373010718875,-0.17107641227606174
-0.501442054879377,0.37181397180159537,-0.07731741205502708
-0.5263202929435382,0.26257887608332586,-0.3194448034851193
-0.5222339118921533,0.14523749501482852,-0.17532430156803627
-0.536085421474837,0.25965924452985,-0.26516810349372383
-0.4449551294783465,0.3699264638056896,0.2520119172720919
-0.4363917563383093,0.4896888803072552,-0.15472786402920294
-0.45820539286442097,0.360337856811789,-0.30059752522882155
-0.4504835285590103,0.2691364025308385,-0.1585054755596699
-0.48984414988114033,0.008287614003340105,-0.38712818420072115
-0.5267710433405057,-0.2835388808034607,-0.3788256388935781
-0.560302716183863,-0.24376674883072558,-0.3650677704019883
-0.5534519881917548,-0.07416107766634661,-0.16091554581193976
-0.5467517559992883,0.055590806711288465,-0.161802456487237
-0.5069706013604323,0.06701927946835307,0.003380076019512457
-0.5128294721186635,0.07871335862861484,-0.22482102112323352
-0.49612384875688065,0.19741391961688803,-0.1130940450673621
-0.488101435053361,0.3310697423215576,-0.156308506300776
-0.5250284759131181,0.20931669241907236,-0.37866201202151883
-0.5346730309242338,0.09784026119985634,-0.24410222879345717
-0.5254189395499942,-0.10240409585813681,-0.14935289796651136
-0.5552548423792343,-0.09367073764965761,-0.3461525899408076
-0.5435967980212975,-0.06890303823624777,-0.136703146186123
-0.5009010954428592,0.07102488392523476,0.017458524576642737
-0.48058976370611783,0.2239220654288112,-0.0959583425387548
-0.38921920907161,0.3899025598057093,0.24078420726766087
-0.4165612446783853,0.41237874478970626,-0.3243162136151999
