normal_close,normal_mfi,normal_returns
0.014510810557734288,0.3656903582492572,-0.13664538454012196
-0.0029492133238511187,0.22199060564866357,-0.06527592061710652
-0.045098122672106555,0.15782531911202025,-0.13656300402302846
-0.11431355144562527,0.04082496368730615,-0.21662612631617734
-0.29104409580803114,0.01683657800523619,-0.5423617414792204
-0.5300119407928596,-0.19420986228723502,-0.7600222070692949
-0.4091355190994648,-0.6113748598823152,0.366101569491442
-0.24961488427955558,-0.6996063217486754,0.47309285642735155
-0.290605776619727,-0.7023178808069006,-0.1393140694557758
-0.2588143249273145,-0.4974412328530464,0.08085340730592927
-0.35008965268002346,-0.5178351218811444,-0.29336949829660525
-0.2997426886827137,-0.5323122108308218,0.13863792416910392
-0.26691889624666043,-0.5213245501726208,0.08415801698607946
-0.2702666519115722,-0.6426082321070964,-0.025487709801548172
-0.24169820826197697,-0.6472331178647055,0.07075993986882
-0.3035600278283157,-0.6473446849146276,-0.2025226392826747
-0.28594337293734995,-0.5169899248377856,0.03817628958192382
-0.22311174121214172,-0.431430043882451,0.1740012199887961
-0.34442586299894273,-0.4421398851815246,-0.3832617485752586
-0.34796213306051893,-0.3839119088470734,-0.02623426455379399
-0.45719833246789054,-0.24493571348016974,-0.35511890116758854
-0.605235066463707,-0.4921275300818405,-0.4889544683604778
-0.6777985604495873,-0.47420609319036044,-0.25331231506614027
-0.6887813039531538,-0.7576260179580424,-0.05172642751721282
-0.7029248364622136,-0.5384454218226618,-0.062325586919223505
-0.7431025476528959,-0.5649824122431396,-0.14960064263704012
-0.6499495050723221,-0.3813000108811341,0.2939647050454461
-0.5253495371104835,-0.18892832988159092,0.3882834457825301
-0.5812974526566528,-0.161371309488322,-0.1952199952990577
-0.5769792657379735,-0.1560293161405919,-0.0014067308569081002
-0.5035087977254458,-0.1477689644587612,0.22012767565227653
-0.49693741492281873,-0.04278060934560468,0.005508954462600343
-0.4706218576097214,0.1310375542315647,0.06793444207213302
-0.4890520031976253,0.26470745382382743,-0.07365890350716166
-0.5991332671417711,0.2815676533411069,-0.3685251053513162
-0.6034514540604503,0.29030077686518263,-0.029399444918768478
-0.5652768244146271,0.4761511569899548,0.10820306231518241
-0.6188780607471394,0.5604466117919233,-0.18917741666595997
-0.5881502140907546,0.5349513073656724,0.08452694580030924
-0.5882755808077489,0.6228482990395336,-0.01577440720468908
-0.5959730972311759,0.5258695564997766,-0.04032843940995812
-0.5427782966996828,0.46944181007345454,0.15624705172474426
-0.6179076294933719,0.25110829468825746,-0.25834694179076784
-0.7927295042829758,0.29821262379859514,-0.5971326872460551
-0.7942314285073087,0.04370136048139717,-0.02046935445824819
-0.7520831382539512,-0.07073544776798579,0.12710275694899278
-0.7474516893165122,-0.06501122336654852,0.0002016502813729261
-0.7069613352019681,-0.06326225829684429,0.12004020828608783
-0.8041821408146825,-0.05937958697723045,-0.34265966799406056
-0.8149776081113815,-0.022150263677646276,-0.052173326258253355
-0.7438219359252258,-0.0348836979448941,0.22551048208612456
-0.7676967116000588,0.14066962784567294,-0.09574236266887189
-0.7675403901381284,-0.02231860980632039,-0.014840533163561088
-0.9593533244235264,0.026730572672669428,-0.6778680255342163
-0.7746123111663827,0.041508259802202296,0.6232386390063054
-0.8819711052933394,-0.1478568425274458,-0.38303335172778474
-0.8795615879474612,-0.19430261597861298,-0.007012866065499567
-0.9648917473876137,-0.2429425854736258,-0.31425391752660775
-0.8804691810690066,-0.008663358641027408,0.28037077038205815
-0.878310087609667,-0.22295646292668359,-0.007883727701511238
-0.8620387259336537,-0.2865760976364071,0.04091200880765596
-0.8853194800531501,-0.29390129265347475,-0.09596080714407305
-0.9292201184173772,-0.31736993227855037,-0.1685783191030044
-0.926059948506782,-0.39438123708855044,-0.004284955126461806
-0.9311603618300142,-0.5821825301888957,-0.03326054755478418
-1.0,-0.7162259586612527,-0.25905532935297226
-0.9110088228761759,-0.5587655143913479,0.2988816100738589
-0.9670821051393395,-0.4044766666701718,-0.2125774597483822
-0.9158588123128695,-0.4734102740494026,0.16488972640398772
